Simulation.timestep md.compute.ThermodynamicQuantities.kinetic_temperature md.compute.ThermodynamicQuantities.pressure md.compute.ThermodynamicQuantities.kinetic_energy md.compute.ThermodynamicQuantities.potential_energy md.compute.ThermodynamicQuantities.volume
      106100                               0.85610                                           0.16020                                      2809.70556                                         28620.54841                                    2468.39428                
      106200                               0.85463                                           0.07031                                      2804.88413                                         28657.81640                                    2474.18034                
      106300                               0.89623                                           0.10972                                      2941.44160                                         28710.95367                                    2467.66834                
      106400                               0.91019                                          -0.11674                                      2987.24615                                         28778.72960                                    2468.34063                
      106500                               0.87963                                          -0.33550                                      2886.93201                                         28821.72174                                    2489.09703                
      106600                               0.86598                                          -0.26054                                      2842.15864                                         28772.87776                                    2493.75793                
      106700                               0.87343                                           0.35079                                      2866.58420                                         28731.49580                                    2476.23157                
      106800                               0.91186                                           0.22144                                      2992.73530                                         28667.21366                                    2459.40761                
      106900                               0.90603                                           0.07348                                      2973.58472                                         28658.85446                                    2456.33257                
      107000                               0.89578                                          -0.43915                                      2939.96102                                         28607.01723                                    2469.23610                
      107100                               0.88645                                          -0.27120                                      2909.33370                                         28602.64849                                    2477.12696                
      107200                               0.86928                                          -0.10631                                      2852.98331                                         28724.43855                                    2473.20660                
      107300                               0.92001                                           0.25011                                      3019.47573                                         28674.22303                                    2461.08279                
      107400                               0.91166                                           0.14425                                      2992.07883                                         28695.42128                                    2458.29702                
      107500                               0.89170                                          -0.13745                                      2926.57093                                         28606.04209                                    2456.35257                
      107600                               0.86496                                          -0.24780                                      2838.79283                                         28560.06612                                    2448.53297                
      107700                               0.87403                                          -0.06665                                      2868.55324                                         28513.30736                                    2447.83278                
      107800                               0.89232                                           0.15563                                      2928.58409                                         28581.78052                                    2451.60043                
      107900                               0.91666                                           0.16427                                      3008.47031                                         28634.91932                                    2457.73787                
      108000                               0.90687                                          -0.13270                                      2976.34504                                         28719.39919                                    2480.12783                
      108100                               0.89764                                          -0.25806                                      2946.05132                                         28757.26774                                    2490.50295                
      108200                               0.89812                                           0.30162                                      2947.64037                                         28767.93669                                    2472.42040                
      108300                               0.92437                                          -0.25651                                      3033.78802                                         28621.96312                                    2453.97631                
      108400                               0.87746                                           0.10396                                      2879.82027                                         28594.28656                                    2461.56514                
      108500                               0.86478                                           0.10675                                      2838.19999                                         28543.67466                                    2456.33345                
      108600                               0.90082                                          -0.09633                                      2956.49596                                         28515.38621                                    2440.85486                
      108700                               0.90946                                           0.19281                                      2984.83939                                         28567.80705                                    2430.08719                
      108800                               0.88944                                           0.21728                                      2919.13614                                         28581.25193                                    2447.60456                
      108900                               0.86809                                          -0.35191                                      2849.06439                                         28613.57928                                    2479.86693                
      109000                               0.86157                                          -0.50105                                      2827.67693                                         28764.49208                                    2493.09765                
      109100                               0.93055                                          -0.35479                                      3054.07949                                         28761.55672                                    2479.30120                
      109200                               0.93172                                           0.42744                                      3057.90374                                         28802.62002                                    2473.51562                
      109300                               0.89305                                          -0.00522                                      2930.99031                                         28714.22909                                    2477.89289                
      109400                               0.85540                                          -0.19224                                      2807.42694                                         28650.50819                                    2477.19610                
      109500                               0.88349                                          -0.59378                                      2899.60021                                         28540.48302                                    2469.17041                
      109600                               0.90799                                           0.18335                                      2980.01224                                         28581.79696                                    2446.02817                
      109700                               0.89936                                           0.11800                                      2951.68622                                         28702.50762                                    2447.49470                
      109800                               0.90845                                          -0.12505                                      2981.53786                                         28634.19818                                    2467.26275                
      109900                               0.87191                                          -0.10755                                      2861.59437                                         28684.80193                                    2478.64077                
      110000                               0.87398                                          -0.36139                                      2868.39776                                         28726.79054                                    2479.25890                
      110100                               0.89108                                          -0.31662                                      2924.53737                                         28796.79770                                    2486.54362                
      110200                               0.91891                                          -0.24735                                      3015.87722                                         28777.14838                                    2480.16556                
      110300                               0.88177                                          -0.04857                                      2893.98392                                         28833.15543                                    2465.00900                
      110400                               0.88418                                           0.19273                                      2901.87403                                         28648.78210                                    2456.64413                
      110500                               0.87818                                           0.17122                                      2882.19801                                         28485.59329                                    2448.41820                
      110600                               0.88991                                          -0.24776                                      2920.69506                                         28430.95650                                    2444.74459                
      110700                               0.87993                                           0.06809                                      2887.93959                                         28595.50773                                    2447.71201                
      110800                               0.92498                                           0.10835                                      3035.77618                                         28615.23968                                    2456.22420                
      110900                               0.91248                                           0.19700                                      2994.77021                                         28711.65569                                    2471.81024                
      111000                               0.91411                                          -0.33302                                      3000.10667                                         28693.70918                                    2488.96433                
      111100                               0.87223                                          -0.30590                                      2862.65391                                         28830.34618                                    2503.27358                
      111200                               0.91467                                           0.17385                                      3001.94869                                         28721.92841                                    2484.13726                
      111300                               0.92370                                           0.42024                                      3031.58458                                         28650.80139                                    2454.75394                
      111400                               0.89655                                          -0.06947                                      2942.46426                                         28574.74679                                    2459.13025                
      111500                               0.86034                                          -0.22749                                      2823.63867                                         28579.01199                                    2476.85025                
      111600                               0.89262                                          -0.58045                                      2929.57568                                         28605.40846                                    2481.36556                
      111700                               0.92443                                          -0.34101                                      3033.96379                                         28747.41372                                    2484.92072                
      111800                               0.93205                                          -0.11588                                      3059.00284                                         28859.46491                                    2491.12622                
      111900                               0.89899                                          -0.24161                                      2950.49141                                         28907.90792                                    2505.90066                
      112000                               0.90269                                           0.03339                                      2962.64224                                         28743.37025                                    2492.20700                
      112100                               0.89126                                          -0.27956                                      2925.10404                                         28619.86406                                    2464.93975                
      112200                               0.85985                                          -0.19215                                      2822.03564                                         28631.73645                                    2455.57928                
      112300                               0.89504                                          -0.02367                                      2937.51155                                         28540.58486                                    2452.49545                
      112400                               0.89146                                           0.37612                                      2925.78035                                         28633.66249                                    2449.50559                
      112500                               0.90296                                           0.30308                                      2963.52924                                         28668.07064                                    2448.40561                
      112600                               0.90315                                           0.04572                                      2964.12849                                         28625.79399                                    2457.24885                
      112700                               0.90270                                          -0.10227                                      2962.65410                                         28527.72647                                    2452.56721                
      112800                               0.88331                                           0.10874                                      2899.02254                                         28499.42542                                    2438.84887                
      112900                               0.87272                                          -0.14653                                      2864.25263                                         28524.61572                                    2442.00098                
      113000                               0.89202                                           0.09781                                      2927.61638                                         28549.66145                                    2447.05081                
      113100                               0.92210                                           0.08501                                      3026.33900                                         28582.66707                                    2452.38254                
      113200                               0.90760                                          -0.33847                                      2978.74461                                         28679.37622                                    2471.62323                
      113300                               0.89387                                          -0.59401                                      2933.69062                                         28721.00899                                    2493.34406                
      113400                               0.87578                                          -0.47221                                      2874.29844                                         28816.70346                                    2501.15184                
      113500                               0.90694                                           0.35504                                      2976.57604                                         28783.44203                                    2475.17094                
      113600                               0.91250                                          -0.13465                                      2994.83207                                         28721.23669                                    2458.47104                
      113700                               0.88108                                          -0.20538                                      2891.71215                                         28654.39289                                    2465.88134                
      113800                               0.85128                                           0.22160                                      2793.91231                                         28651.69155                                    2466.40151                
      113900                               0.88050                                           0.34095                                      2889.79450                                         28632.65387                                    2452.63449                
      114000                               0.93200                                           0.42058                                      3058.82815                                         28569.52989                                    2436.92545                
      114100                               0.92300                                           0.00283                                      3029.27242                                         28554.79487                                    2437.57033                
      114200                               0.88348                                          -0.04120                                      2899.58267                                         28517.69168                                    2445.15767                
      114300                               0.86755                                          -0.22205                                      2847.30623                                         28503.60934                                    2447.92729                
      114400                               0.86301                                           0.09940                                      2832.40289                                         28626.99920                                    2454.66331                
      114500                               0.90022                                           0.19248                                      2954.50923                                         28720.68343                                    2459.86370                
      114600                               0.91512                                           0.29090                                      3003.40902                                         28788.62000                                    2472.83013                
      114700                               0.88176                                          -0.49689                                      2893.94442                                         28875.50621                                    2514.96095                
      114800                               0.88343                                          -0.27738                                      2899.40634                                         28896.84704                                    2534.01305                
      114900                               0.90000                                          -0.20094                                      2953.80578                                         28950.56434                                    2516.64983                
      115000                               0.93096                                          -0.16790                                      3055.39788                                         28896.84430                                    2488.34831                
      115100                               0.89472                                           0.24267                                      2936.47035                                         28826.74017                                    2479.56099                
      115200                               0.87771                                          -0.18917                                      2880.65973                                         28637.65699                                    2480.15405                
      115300                               0.86837                                          -0.09554                                      2850.00324                                         28577.67244                                    2457.88103                
      115400                               0.88770                                          -0.27179                                      2913.43380                                         28611.51824                                    2449.37911                
      115500                               0.90930                                           0.35791                                      2984.31024                                         28681.58843                                    2449.46712                
      115600                               0.88618                                          -0.48364                                      2908.42985                                         28781.69435                                    2467.75792                
      115700                               0.86934                                          -0.24235                                      2853.18916                                         28777.65744                                    2491.69055                
      115800                               0.88654                                          -0.51405                                      2909.61007                                         28743.63443                                    2488.21705                
      115900                               0.90293                                           0.33624                                      2963.41077                                         28752.11277                                    2463.18035                
      116000                               0.90049                                           0.46190                                      2955.41592                                         28685.47882                                    2453.23038                
      116100                               0.87703                                          -0.15297                                      2878.40332                                         28598.24783                                    2462.28593                
      116200                               0.87674                                           0.04169                                      2877.47437                                         28577.14062                                    2465.44499                
      116300                               0.88559                                           0.06452                                      2906.51438                                         28675.47863                                    2456.46632                
      116400                               0.92893                                           0.41526                                      3048.74470                                         28653.10545                                    2437.95168                
      116500                               0.91142                                           0.12039                                      2991.27108                                         28627.73060                                    2442.07882                
      116600                               0.87493                                          -0.61606                                      2871.52571                                         28583.31884                                    2465.40912                
      116700                               0.84346                                           0.23168                                      2768.24217                                         28699.90532                                    2466.40581                
      116800                               0.92471                                          -0.09478                                      3034.91190                                         28624.97063                                    2456.58153                
      116900                               0.93835                                          -0.23878                                      3079.68101                                         28655.00053                                    2450.60350                
      117000                               0.89012                                           0.04186                                      2921.36215                                         28677.38009                                    2471.92068                
      117100                               0.86023                                          -0.50716                                      2823.26897                                         28675.51861                                    2482.84260                
      117200                               0.88262                                          -0.02430                                      2896.76116                                         28705.15150                                    2467.93643                
      117300                               0.95105                                           0.04899                                      3121.34715                                         28643.11203                                    2446.26962                
      117400                               0.91377                                          -0.02559                                      2998.98857                                         28677.55209                                    2460.99529                
      117500                               0.86452                                          -0.06405                                      2837.34802                                         28663.46472                                    2467.12311                
      117600                               0.87143                                          -0.25223                                      2860.02406                                         28587.85252                                    2464.01752                
      117700                               0.91006                                           0.57311                                      2986.80714                                         28559.98549                                    2437.95426                
      117800                               0.92399                                           0.07756                                      3032.53489                                         28568.24565                                    2439.63458                
      117900                               0.88856                                           0.09214                                      2916.25614                                         28633.09044                                    2456.04838                
      118000                               0.88197                                           0.08282                                      2894.61388                                         28633.52715                                    2465.27105                
      118100                               0.91675                                           0.23367                                      3008.78942                                         28575.88106                                    2453.14123                
      118200                               0.91901                                           0.51617                                      3016.19982                                         28585.53147                                    2426.86269                
      118300                               0.91287                                           0.64076                                      2996.04455                                         28480.42988                                    2423.34080                
      118400                               0.85924                                          -0.29204                                      2820.03267                                         28491.09178                                    2441.55382                
      118500                               0.86980                                          -0.02337                                      2854.68292                                         28466.12494                                    2445.19771                
      118600                               0.90248                                           0.16125                                      2961.92670                                         28515.24416                                    2421.83122                
      118700                               0.93923                                           0.66786                                      3082.55225                                         28506.51311                                    2405.86626                
      118800                               0.88635                                           0.10656                                      2909.00585                                         28536.20329                                    2436.12340                
      118900                               0.82934                                          -0.47066                                      2721.89500                                         28639.38338                                    2487.02538                
      119000                               0.86873                                          -0.43299                                      2851.17317                                         28754.28402                                    2490.93766                
      119100                               0.96599                                           0.17953                                      3170.39364                                         28798.59331                                    2462.89906                
      119200                               0.94105                                           0.08179                                      3088.50977                                         28870.39379                                    2478.02415                
      119300                               0.87665                                          -0.62645                                      2877.15172                                         28764.90065                                    2497.11368                
      119400                               0.85565                                          -0.44252                                      2808.25826                                         28631.15760                                    2486.37026                
      119500                               0.88224                                          -0.22186                                      2895.50477                                         28604.49565                                    2448.05239                
      119600                               0.91342                                           0.14139                                      2997.85107                                         28615.05621                                    2438.56368                
      119700                               0.91552                                           0.01017                                      3004.72293                                         28590.99451                                    2441.00590                
      119800                               0.88535                                           0.41421                                      2905.71874                                         28581.11770                                    2445.61718                
      119900                               0.88192                                           0.10012                                      2894.45901                                         28540.33237                                    2441.17636                
      120000                               0.89223                                          -0.08750                                      2928.29036                                         28517.87668                                    2434.66053                
      120100                               0.89710                                           0.19436                                      2944.27456                                         28536.50731                                    2433.49874                
      120200                               0.88999                                           0.27524                                      2920.93583                                         28567.31419                                    2431.99685                
      120300                               0.87716                                           0.15120                                      2878.85265                                         28601.36390                                    2447.88750                
      120400                               0.86939                                          -0.15793                                      2853.32760                                         28676.23414                                    2476.30843                
      120500                               0.89918                                           0.03101                                      2951.11411                                         28738.69953                                    2487.28564                
      120600                               0.93858                                           0.05077                                      3080.43258                                         28771.93900                                    2472.47482                
      120700                               0.92365                                          -0.19822                                      3031.41549                                         28771.82788                                    2484.47938                
      120800                               0.88320                                          -0.36553                                      2898.64717                                         28748.90759                                    2504.93288                
      120900                               0.88249                                          -0.33946                                      2896.33938                                         28719.80089                                    2504.68194                
      121000                               0.89759                                           0.01911                                      2945.87702                                         28777.22661                                    2488.94463                
      121100                               0.94312                                           0.29446                                      3095.30495                                         28740.83438                                    2476.86648                
      121200                               0.91020                                           0.05074                                      2987.26606                                         28775.74665                                    2478.46078                
      121300                               0.86661                                          -0.12709                                      2844.20839                                         28758.24256                                    2489.59705                
      121400                               0.86993                                          -0.24962                                      2855.10400                                         28700.36088                                    2482.65306                
      121500                               0.90538                                           0.08092                                      2971.46865                                         28681.40005                                    2469.08639                
      121600                               0.90621                                          -0.05749                                      2974.19667                                         28757.44233                                    2463.28276                
      121700                               0.92413                                           0.06490                                      3032.99222                                         28650.77054                                    2472.47566                
      121800                               0.87809                                          -0.13422                                      2881.90734                                         28700.43379                                    2477.12585                
      121900                               0.87968                                          -0.07917                                      2887.11879                                         28683.36969                                    2455.16401                
      122000                               0.93185                                           0.24844                                      3058.33756                                         28525.02882                                    2429.77847                
      122100                               0.89795                                           0.12803                                      2947.08750                                         28506.72660                                    2417.63970                
      122200                               0.86061                                          -0.02283                                      2824.53699                                         28473.23402                                    2435.00219                
      122300                               0.86135                                          -0.36101                                      2826.94860                                         28516.72304                                    2447.70029                
      122400                               0.90560                                           0.36263                                      2972.19481                                         28615.43626                                    2448.69720                
      122500                               0.93929                                           0.01030                                      3082.74902                                         28704.05187                                    2451.64196                
      122600                               0.91763                                           0.04032                                      3011.67265                                         28730.89704                                    2461.68673                
      122700                               0.88732                                          -0.04971                                      2912.19124                                         28634.78932                                    2472.20436                
      122800                               0.83564                                          -0.03546                                      2742.56023                                         28728.29519                                    2489.04699                
      122900                               0.88949                                          -0.24985                                      2919.31794                                         28720.87469                                    2477.47452                
      123000                               0.91166                                           0.35994                                      2992.06769                                         28817.27552                                    2459.27367                
      123100                               0.92159                                           0.22051                                      3024.66708                                         28710.61913                                    2461.26236                
      123200                               0.89516                                          -0.21867                                      2937.90283                                         28589.64821                                    2471.31904                
