Simulation.timestep md.compute.ThermodynamicQuantities.kinetic_temperature md.compute.ThermodynamicQuantities.pressure md.compute.ThermodynamicQuantities.kinetic_energy md.compute.ThermodynamicQuantities.potential_energy md.compute.ThermodynamicQuantities.volume
      738200                               0.88836                                          -0.05762                                      2665.07922                                         22221.04174                                    2330.30068                
      738300                               0.86947                                          -0.31979                                      2608.42263                                         22222.56798                                    2342.81680                
      738400                               0.90226                                           0.02302                                      2706.78015                                         22206.65760                                    2331.70789                
      738500                               0.93527                                           0.14754                                      2805.79968                                         22203.18466                                    2320.23307                
      738600                               0.92004                                           0.29313                                      2760.11914                                         22216.75043                                    2315.48253                
      738700                               0.89348                                          -0.33119                                      2680.45329                                         22170.86237                                    2333.60262                
      738800                               0.87337                                          -0.51171                                      2620.11984                                         22211.13289                                    2351.43175                
      738900                               0.90098                                           0.33655                                      2702.95484                                         22296.13657                                    2342.20386                
      739000                               0.94773                                           0.31391                                      2843.19814                                         22320.53493                                    2332.92638                
      739100                               0.92046                                          -0.14394                                      2761.38038                                         22307.16117                                    2339.17475                
      739200                               0.88300                                          -0.23414                                      2648.99973                                         22221.20202                                    2353.59234                
      739300                               0.85715                                          -0.16896                                      2571.45047                                         22271.06112                                    2361.15914                
      739400                               0.90135                                           0.15336                                      2704.03854                                         22309.64366                                    2336.16691                
      739500                               0.95609                                           0.37574                                      2868.26383                                         22258.91320                                    2304.30682                
      739600                               0.91011                                           0.25183                                      2730.33877                                         22161.97572                                    2301.25766                
      739700                               0.84727                                          -0.13330                                      2541.80886                                         22049.34032                                    2313.62042                
      739800                               0.84221                                          -0.01201                                      2526.63412                                         22044.34526                                    2315.01009                
      739900                               0.88214                                           0.47990                                      2646.41089                                         22182.06161                                    2296.80369                
      740000                               0.94784                                           0.30710                                      2843.50868                                         22206.86114                                    2299.88863                
      740100                               0.89321                                           0.03182                                      2679.64011                                         22302.25420                                    2334.39936                
      740200                               0.85782                                          -0.69910                                      2573.46605                                         22295.68169                                    2356.42408                
      740300                               0.88733                                          -0.21593                                      2661.99865                                         22243.78059                                    2344.63690                
      740400                               0.94039                                           0.11193                                      2821.18139                                         22227.89854                                    2314.38928                
      740500                               0.92346                                           0.44101                                      2770.37744                                         22227.22401                                    2316.13582                
      740600                               0.83975                                          -0.06172                                      2519.26021                                         22273.80010                                    2334.43054                
      740700                               0.85867                                          -0.68575                                      2576.00209                                         22187.85772                                    2348.56320                
      740800                               0.90680                                           0.09367                                      2720.41304                                         22228.66564                                    2324.92807                
      740900                               0.96250                                           0.11529                                      2887.48639                                         22225.49918                                    2309.34049                
      741000                               0.90536                                           0.01183                                      2716.07664                                         22275.20774                                    2327.91193                
      741100                               0.85754                                          -0.51821                                      2572.61954                                         22235.71965                                    2343.12496                
      741200                               0.85998                                          -0.21395                                      2579.94210                                         22263.79588                                    2351.10154                
      741300                               0.92479                                           0.01123                                      2774.36647                                         22304.88668                                    2346.72078                
      741400                               0.93400                                          -0.07554                                      2801.99404                                         22414.00969                                    2354.13771                
      741500                               0.91529                                          -0.42328                                      2745.86007                                         22366.25912                                    2373.18139                
      741600                               0.87027                                          -0.46941                                      2610.80640                                         22376.58762                                    2393.14121                
      741700                               0.87552                                          -0.47238                                      2626.56987                                         22399.15527                                    2382.56702                
      741800                               0.91932                                          -0.07609                                      2757.94617                                         22430.40520                                    2364.73030                
      741900                               0.95561                                           0.29701                                      2866.84403                                         22371.50162                                    2352.05257                
      742000                               0.90228                                          -0.19645                                      2706.83501                                         22348.31014                                    2359.20258                
      742100                               0.85714                                          -0.13840                                      2571.42933                                         22283.43579                                    2352.01117                
      742200                               0.86617                                          -0.06496                                      2598.51316                                         22260.35431                                    2342.12144                
      742300                               0.92270                                           0.45118                                      2768.10355                                         22244.94132                                    2328.06244                
      742400                               0.93002                                           0.39311                                      2790.06041                                         22274.83342                                    2324.63632                
      742500                               0.89952                                           0.16223                                      2698.57009                                         22219.07907                                    2319.63061                
      742600                               0.85231                                           0.11262                                      2556.94292                                         22184.15633                                    2325.18033                
      742700                               0.86420                                          -0.08903                                      2592.59388                                         22146.56582                                    2306.59799                
      742800                               0.91607                                          -0.02397                                      2748.21256                                         22124.43045                                    2306.41058                
      742900                               0.90826                                          -0.20738                                      2724.79305                                         22241.43949                                    2332.38759                
      743000                               0.90404                                          -0.07201                                      2712.10901                                         22292.55535                                    2340.43765                
      743100                               0.92621                                           0.34368                                      2778.62958                                         22186.21832                                    2319.08506                
      743200                               0.88286                                           0.15566                                      2648.58970                                         22174.93726                                    2301.87517                
      743300                               0.87302                                           0.11369                                      2619.05827                                         22061.45011                                    2304.37363                
      743400                               0.85321                                          -0.11012                                      2559.63821                                         22117.97632                                    2311.17070                
      743500                               0.90492                                           0.29505                                      2714.74836                                         22129.28544                                    2307.78085                
      743600                               0.91312                                           0.01538                                      2739.36325                                         22254.00826                                    2316.72859                
      743700                               0.89727                                          -0.17774                                      2691.81268                                         22307.74852                                    2325.94271                
      743800                               0.88954                                          -0.08958                                      2668.63486                                         22249.56081                                    2333.58988                
      743900                               0.88956                                          -0.01031                                      2668.67574                                         22209.31595                                    2346.71622                
      744000                               0.89308                                          -0.19451                                      2679.23010                                         22269.69497                                    2338.26752                
      744100                               0.91651                                           0.32636                                      2749.54067                                         22254.45550                                    2318.69236                
      744200                               0.90989                                           0.03951                                      2729.67411                                         22209.95967                                    2335.65508                
      744300                               0.87701                                          -0.05110                                      2631.01896                                         22228.20555                                    2348.32978                
      744400                               0.85451                                          -0.07877                                      2563.54391                                         22330.88335                                    2343.66616                
      744500                               0.87039                                           0.00177                                      2611.17069                                         22375.93463                                    2333.21535                
      744600                               0.90193                                          -0.03428                                      2705.78673                                         22347.19277                                    2343.93466                
      744700                               0.89894                                          -0.09763                                      2696.81432                                         22336.70899                                    2351.07150                
      744800                               0.89394                                          -0.09403                                      2681.82837                                         22291.24239                                    2343.42896                
      744900                               0.89175                                          -0.05611                                      2675.24170                                         22243.19326                                    2330.60809                
      745000                               0.90449                                          -0.19235                                      2713.46470                                         22178.66925                                    2314.89343                
      745100                               0.87947                                           0.02397                                      2638.41431                                         22235.83649                                    2320.23690                
      745200                               0.89266                                           0.01338                                      2677.97143                                         22198.60250                                    2325.51259                
      745300                               0.88808                                          -0.01073                                      2664.22609                                         22256.24000                                    2332.81728                
      745400                               0.89156                                          -0.17340                                      2674.69454                                         22317.15756                                    2344.40970                
      745500                               0.90262                                          -0.37559                                      2707.86846                                         22386.29450                                    2359.60338                
      745600                               0.91453                                          -0.31578                                      2743.60445                                         22434.89544                                    2364.38443                
      745700                               0.92198                                           0.06584                                      2765.93001                                         22396.31166                                    2358.55251                
      745800                               0.87983                                           0.17412                                      2639.47556                                         22416.21646                                    2366.53053                
      745900                               0.87361                                          -0.44512                                      2620.82292                                         22357.93156                                    2373.55914                
      746000                               0.88632                                          -0.43049                                      2658.97470                                         22348.77466                                    2365.59320                
      746100                               0.91054                                           0.13027                                      2731.61876                                         22354.59229                                    2334.99822                
      746200                               0.91544                                           0.32970                                      2746.33388                                         22276.81787                                    2319.43452                
      746300                               0.87131                                          -0.02511                                      2613.94478                                         22209.10706                                    2334.16872                
      746400                               0.85928                                          -0.42705                                      2577.84686                                         22150.79970                                    2334.88662                
      746500                               0.86792                                           0.19156                                      2603.75848                                         22232.17922                                    2326.02543                
      746600                               0.90695                                           0.28401                                      2720.85429                                         22307.32775                                    2330.26926                
      746700                               0.91006                                           0.04722                                      2730.18748                                         22382.19110                                    2355.81171                
      746800                               0.88167                                          -0.42974                                      2645.02032                                         22467.04381                                    2391.13316                
      746900                               0.89797                                          -0.30233                                      2693.90193                                         22465.77619                                    2386.39678                
      747000                               0.93289                                           0.22858                                      2798.65697                                         22405.65593                                    2354.86063                
      747100                               0.90615                                           0.08279                                      2718.43819                                         22371.40815                                    2338.17252                
      747200                               0.86557                                           0.19110                                      2596.71393                                         22277.33555                                    2343.25396                
      747300                               0.84774                                          -0.46948                                      2543.22876                                         22229.90973                                    2347.79071                
      747400                               0.88112                                          -0.48665                                      2643.35261                                         22258.60664                                    2339.64603                
      747500                               0.94591                                           0.29377                                      2837.72708                                         22258.79644                                    2323.88945                
      747600                               0.93506                                           0.29167                                      2805.16530                                         22260.73163                                    2319.61542                
      747700                               0.86964                                           0.03523                                      2608.92351                                         22269.63284                                    2350.35353                
      747800                               0.84373                                          -0.55932                                      2531.17934                                         22326.92705                                    2371.13506                
      747900                               0.92586                                          -0.20859                                      2777.58656                                         22276.96836                                    2355.27613                
      748000                               0.94308                                           0.11221                                      2829.25319                                         22385.80934                                    2348.82910                
      748100                               0.91023                                          -0.33108                                      2730.67559                                         22376.08394                                    2360.68464                
      748200                               0.85899                                          -0.15629                                      2576.96540                                         22349.86553                                    2351.94946                
      748300                               0.89651                                           0.21506                                      2689.52789                                         22172.71314                                    2315.89975                
      748400                               0.88011                                           0.39412                                      2640.31522                                         22178.46246                                    2311.34825                
      748500                               0.89752                                          -0.00117                                      2692.55839                                         22127.61406                                    2318.23300                
      748600                               0.90697                                           0.23071                                      2720.91046                                         22146.85429                                    2314.43274                
      748700                               0.91134                                          -0.11864                                      2734.02177                                         22165.08453                                    2318.47481                
      748800                               0.89560                                           0.00424                                      2686.78943                                         22218.50533                                    2322.57443                
      748900                               0.88029                                           0.01951                                      2640.86929                                         22275.61598                                    2335.39965                
      749000                               0.89887                                          -0.00444                                      2696.60798                                         22248.22888                                    2329.76908                
      749100                               0.89448                                           0.14264                                      2683.43644                                         22273.54189                                    2328.92938                
      749200                               0.90604                                          -0.04181                                      2718.12960                                         22235.08468                                    2332.51546                
      749300                               0.90057                                          -0.16587                                      2701.72313                                         22211.94213                                    2329.04574                
      749400                               0.85582                                          -0.19557                                      2567.44701                                         22330.09511                                    2351.31879                
      749500                               0.88414                                          -0.21178                                      2652.43069                                         22351.19866                                    2358.92699                
      749600                               0.91974                                           0.50053                                      2759.23285                                         22426.80422                                    2334.95459                
      749700                               0.94092                                           0.51542                                      2822.74840                                         22319.98802                                    2319.19683                
      749800                               0.87934                                          -0.11898                                      2638.01947                                         22179.92300                                    2317.03777                
      749900                               0.83214                                           0.05136                                      2496.41729                                         22084.86451                                    2314.06436                
      750000                               0.86979                                           0.06588                                      2609.35859                                         22033.62394                                    2299.89149                
      750100                               0.91190                                           0.03266                                      2735.70382                                         22133.89249                                    2300.28970                
      750200                               0.94878                                           0.02061                                      2846.35361                                         22166.54194                                    2313.94051                
      750300                               0.88754                                           0.15340                                      2662.61333                                         22310.67603                                    2337.54654                
      750400                               0.88168                                          -0.41106                                      2645.03872                                         22263.71608                                    2355.35963                
      750500                               0.89319                                          -0.18963                                      2679.57431                                         22284.01309                                    2351.59200                
      750600                               0.90307                                           0.03981                                      2709.21257                                         22338.56580                                    2341.33449                
      750700                               0.90594                                           0.21000                                      2717.81305                                         22348.03361                                    2335.95772                
      750800                               0.88823                                           0.09214                                      2664.69928                                         22319.11729                                    2352.09786                
      750900                               0.88806                                          -0.20330                                      2664.16854                                         22253.96474                                    2356.95233                
      751000                               0.86648                                          -0.28285                                      2599.44088                                         22377.31505                                    2358.91812                
      751100                               0.91132                                          -0.18280                                      2733.95766                                         22380.20509                                    2357.81136                
      751200                               0.91027                                           0.27015                                      2730.81954                                         22434.49506                                    2346.65643                
      751300                               0.89595                                          -0.15557                                      2687.84924                                         22357.46645                                    2341.34643                
      751400                               0.87788                                          -0.25845                                      2633.62795                                         22240.67218                                    2339.62296                
      751500                               0.87627                                          -0.17318                                      2628.80031                                         22191.71283                                    2343.88036                
      751600                               0.90760                                          -0.16792                                      2722.78638                                         22207.13129                                    2326.52143                
      751700                               0.94145                                          -0.02627                                      2824.35067                                         22198.82467                                    2319.05765                
      751800                               0.88429                                          -0.10847                                      2652.87125                                         22300.53551                                    2330.49334                
      751900                               0.87679                                          -0.00864                                      2630.36440                                         22212.58174                                    2323.35829                
      752000                               0.90513                                           0.03822                                      2715.39803                                         22060.82947                                    2302.50642                
      752100                               0.89795                                           0.31945                                      2693.84118                                         22049.18143                                    2295.36504                
      752200                               0.86152                                          -0.00594                                      2584.55705                                         22165.70993                                    2321.38940                
      752300                               0.87617                                          -0.05607                                      2628.52141                                         22262.15081                                    2329.96583                
      752400                               0.90461                                          -0.03556                                      2713.81626                                         22383.15100                                    2340.21588                
      752500                               0.91739                                           0.00022                                      2752.15615                                         22446.53310                                    2359.37944                
      752600                               0.88637                                           0.04151                                      2659.11941                                         22483.99781                                    2363.84528                
      752700                               0.88659                                          -0.38293                                      2659.76319                                         22346.93773                                    2347.61966                
      752800                               0.88686                                           0.36206                                      2660.56996                                         22219.76767                                    2322.28888                
      752900                               0.89472                                           0.13615                                      2684.17337                                         22115.60370                                    2316.72858                
      753000                               0.90663                                          -0.31807                                      2719.90132                                         22055.05623                                    2317.93953                
      753100                               0.88526                                          -0.28098                                      2655.77877                                         22173.37311                                    2328.44001                
      753200                               0.90792                                          -0.44444                                      2723.75942                                         22238.87806                                    2335.62969                
      753300                               0.90719                                           0.17325                                      2721.56965                                         22343.66472                                    2341.85234                
      753400                               0.90844                                          -0.16693                                      2725.31207                                         22349.86256                                    2357.99185                
      753500                               0.87648                                          -0.15099                                      2629.43582                                         22388.66054                                    2349.19920                
      753600                               0.87931                                          -0.05903                                      2637.92629                                         22332.06225                                    2355.78615                
      753700                               0.87429                                          -0.19982                                      2622.85962                                         22350.09402                                    2362.29523                
      753800                               0.90941                                           0.26186                                      2728.24050                                         22309.30687                                    2347.89921                
      753900                               0.90930                                           0.11052                                      2727.89805                                         22360.63967                                    2348.67449                
      754000                               0.91354                                          -0.18375                                      2740.61604                                         22290.47630                                    2348.61015                
      754100                               0.89250                                           0.08699                                      2677.48522                                         22244.41278                                    2333.94772                
      754200                               0.89376                                           0.09990                                      2681.27544                                         22166.16757                                    2328.16584                
      754300                               0.88281                                           0.07014                                      2648.42182                                         22205.56101                                    2319.29733                
      754400                               0.90527                                           0.01876                                      2715.79888                                         22188.86514                                    2320.28387                
      754500                               0.90175                                          -0.08579                                      2705.26409                                         22226.90482                                    2339.57902                
      754600                               0.88544                                          -0.04104                                      2656.32364                                         22320.30200                                    2351.55643                
      754700                               0.89071                                           0.04271                                      2672.13673                                         22363.06677                                    2338.52527                
      754800                               0.92471                                           0.34297                                      2774.12171                                         22231.69463                                    2319.79061                
      754900                               0.87758                                           0.50356                                      2632.74693                                         22227.45732                                    2317.00544                
      755000                               0.86200                                          -0.55800                                      2585.98578                                         22190.75112                                    2328.25821                
      755100                               0.88043                                           0.43589                                      2641.27594                                         22195.37593                                    2320.70880                
      755200                               0.92126                                           0.01880                                      2763.76783                                         22196.70973                                    2322.87921                
      755300                               0.92332                                           0.15636                                      2769.97265                                         22235.68089                                    2326.11143                
